episode,steps,reward,avg_reward_100,success_rate_100,epsilon,avg_loss,aligned
400,800,-167921.8835,-89501.1154,0.2100,0.4054,187.713836,0
401,800,-800365.0000,-97595.8514,0.2000,0.4038,195.234839,0
402,800,-8175.8521,-97751.0673,0.2000,0.4023,187.202506,0
403,410,3571.6248,-98000.7018,0.2100,0.4015,202.221344,1
404,800,-33661.7680,-98609.8945,0.2100,0.4000,200.619452,0
405,315,56068.6814,-90044.5077,0.2200,0.3994,177.738218,1
406,800,-139993.0805,-91535.5797,0.2200,0.3979,187.941322,0
407,555,3746.1163,-91510.5036,0.2300,0.3969,197.794561,1
408,800,26895.8599,-91812.4697,0.2300,0.3953,180.120566,0
409,800,17728.2366,-89745.0116,0.2300,0.3938,187.650380,0
410,800,58728.9130,-87536.3982,0.2200,0.3923,178.844902,0
411,800,-737075.2305,-93788.8227,0.2200,0.3908,189.501341,0
412,797,-31185.5429,-94200.6934,0.2300,0.3893,192.670285,1
413,800,18336.8108,-92942.5256,0.2300,0.3877,177.713843,0
414,800,28643.5092,-92990.7022,0.2300,0.3862,194.428162,0
415,800,-90554.9713,-85892.6019,0.2300,0.3847,210.806006,0
416,696,-191047.2797,-86215.3573,0.2300,0.3834,182.275828,1
417,800,24743.6277,-86218.8139,0.2300,0.3819,186.488684,0
418,539,-52668.4911,-86900.0934,0.2400,0.3808,187.456270,1
419,800,9131.5415,-85720.2804,0.2300,0.3793,184.801640,0
420,800,-53063.0940,-86311.4737,0.2300,0.3778,192.253447,0
421,800,-78758.0961,-86132.1281,0.2300,0.3763,190.609431,0
422,621,18289.3638,-86029.7315,0.2400,0.3751,181.815420,1
423,611,18559.1375,-86129.2895,0.2500,0.3739,185.643690,1
424,800,20032.9269,-86080.3699,0.2400,0.3724,191.265190,0
425,423,-46257.6229,-86630.6381,0.2500,0.3716,185.332560,1
426,800,-18981.3166,-86961.0667,0.2500,0.3701,189.796860,0
427,496,-54286.6021,-87514.6451,0.2600,0.3691,177.524356,1
428,800,-81373.7057,-87550.6382,0.2600,0.3676,192.011644,0
429,800,-16776.3953,-86667.9970,0.2600,0.3661,203.125440,0
430,800,-800385.0000,-94524.4516,0.2500,0.3646,194.413954,0
431,800,-438739.2529,-99015.0183,0.2500,0.3631,187.233381,0
432,290,25217.9191,-98835.9150,0.2500,0.3625,182.790181,1
433,800,22797.0960,-93373.8277,0.2500,0.3610,198.310025,0
434,800,17999.1398,-90885.7887,0.2500,0.3595,193.989810,0
435,800,56406.7205,-82317.4215,0.2500,0.3580,188.492540,0
436,611,32832.8123,-80321.3062,0.2600,0.3568,188.333226,1
437,800,-35794.6185,-72674.7023,0.2600,0.3553,178.877766,0
438,800,-232901.3660,-75252.7357,0.2600,0.3538,198.915892,0
439,800,-147494.1224,-74013.2758,0.2600,0.3522,192.924351,0
440,800,26046.5167,-73071.6649,0.2500,0.3507,192.830186,0
441,800,-89164.6239,-74167.1031,0.2500,0.3492,181.059257,0
442,480,2940.6675,-73692.2153,0.2600,0.3483,184.830629,1
443,205,11725.5112,-73309.8967,0.2700,0.3479,195.632108,1
444,105,5759.0701,-73385.6328,0.2800,0.3477,174.192270,1
445,524,25819.7771,-73427.2049,0.2900,0.3467,189.149460,1
446,800,-69890.1664,-74031.0222,0.2900,0.3452,197.076482,0
447,297,10467.5169,-69923.6538,0.3000,0.3446,199.803476,1
448,800,12488.0850,-70082.7381,0.3000,0.3431,186.971163,0
449,800,16630.8597,-70068.7336,0.3000,0.3416,187.816336,0
450,800,52919.6256,-67239.1445,0.3000,0.3401,190.051308,0
451,800,-800335.0000,-75297.1466,0.3000,0.3385,193.653767,0
452,528,-112217.4450,-75771.8238,0.3100,0.3375,201.590983,1
453,800,25373.0113,-75826.3805,0.3100,0.3360,205.330590,0
454,800,23491.0539,-75757.3128,0.3100,0.3345,191.606179,0
455,800,17093.8409,-75781.6036,0.3100,0.3330,189.427038,0
456,800,14447.2468,-74954.1443,0.3100,0.3315,176.057941,0
457,800,9663.2192,-74735.4995,0.3000,0.3299,177.887706,0
458,296,29225.8425,-73922.5471,0.3100,0.3294,196.154911,1
459,410,-149191.6491,-75083.3785,0.3200,0.3286,181.312360,1
460,615,-144914.6800,-76584.2957,0.3200,0.3274,189.395499,1
461,800,12308.1074,-76153.9297,0.3200,0.3259,190.797275,0
462,136,8023.7219,-76118.5705,0.3300,0.3256,181.031863,1
463,800,9921.1157,-68279.2195,0.3300,0.3241,187.960426,0
464,415,9502.6593,-68212.8571,0.3400,0.3233,180.717371,1
465,224,3451.8739,-68455.6960,0.3500,0.3229,179.218403,1
466,800,-800390.0000,-75513.5977,0.3400,0.3214,185.090389,0
467,800,9030.4461,-74785.0529,0.3300,0.3199,178.393396,0
468,343,-40104.6423,-73319.1104,0.3400,0.3192,179.761996,1
469,800,-20154.0980,-73569.6748,0.3400,0.3177,194.735836,0
470,541,-89680.7402,-74507.2321,0.3500,0.3167,185.933073,1
471,516,27534.5386,-73704.0673,0.3500,0.3157,197.562789,1
472,800,-12760.5576,-73939.0917,0.3400,0.3142,178.180158,0
473,800,15414.2842,-70917.0458,0.3400,0.3127,178.623390,0
474,800,-800290.0000,-78940.4100,0.3400,0.3111,184.438994,0
475,800,-92506.0543,-79344.7192,0.3400,0.3096,191.218304,0
476,800,-85380.0719,-80226.1245,0.3400,0.3081,192.672354,0
477,800,12314.7490,-80346.7949,0.3300,0.3066,185.167603,0
478,128,20313.2706,-80285.5370,0.3300,0.3063,185.223335,1
479,800,3778.5640,-72243.5014,0.3300,0.3048,181.579877,0
480,800,4678.7306,-71546.4693,0.3300,0.3033,174.654207,0
481,800,-800380.0000,-79260.5487,0.3300,0.3018,179.294589,0
482,800,-800355.0000,-86309.2530,0.3300,0.3002,181.835554,0
483,546,-205882.5219,-88432.1441,0.3400,0.2992,171.060248,1
484,800,-69583.5652,-89199.6063,0.3300,0.2977,178.592867,0
485,567,-65454.0329,-88883.1282,0.3400,0.2966,154.035436,1
486,800,-800345.0000,-96718.8980,0.3400,0.2951,198.973115,0
487,800,29520.0918,-96717.1062,0.3300,0.2936,193.298897,0
488,557,-148895.5450,-98358.9978,0.3300,0.2925,154.397181,1
489,654,2834.5537,-98108.2778,0.3400,0.2913,180.688006,1
490,552,-124633.3052,-99293.0039,0.3500,0.2902,171.443867,1
491,800,-800325.0000,-105818.6860,0.3400,0.2887,182.886216,0
492,800,-800425.0000,-112989.3789,0.3400,0.2872,187.741812,0
493,654,-120961.3903,-113535.6230,0.3500,0.2859,169.750915,1
494,800,-165893.5061,-115661.1686,0.3500,0.2844,179.360776,0
495,800,20137.3764,-114974.7872,0.3500,0.2829,178.325590,0
496,575,29673.8903,-114743.5357,0.3600,0.2818,162.882662,1
497,436,12535.6147,-114641.5863,0.3700,0.2810,170.644670,1
498,800,15736.4666,-114711.9198,0.3700,0.2795,177.595945,0
499,800,-60468.8936,-115375.1084,0.3600,0.2779,169.678355,0
500,800,-106660.8515,-114762.4981,0.3600,0.2764,178.616058,0
501,800,-109592.1149,-107854.7693,0.3600,0.2749,181.866497,0
502,800,8303.8711,-107689.9720,0.3600,0.2734,171.479880,0
503,307,34244.9684,-107383.2386,0.3600,0.2728,168.053517,1
504,800,22499.2820,-106821.6281,0.3600,0.2713,169.465673,0
505,800,-52583.2491,-107908.1474,0.3500,0.2698,182.028299,0
506,800,15541.2563,-106352.8040,0.3500,0.2682,185.529084,0
507,800,9959.1356,-106290.6739,0.3400,0.2667,170.761199,0
508,800,11962.0087,-106440.0124,0.3400,0.2652,182.520273,0
509,502,-74951.1745,-107366.8065,0.3500,0.2642,163.638568,1
510,800,-643230.0926,-114386.3965,0.3500,0.2627,170.625657,0
511,800,202.7937,-107013.6163,0.3500,0.2612,164.597601,0
512,800,-668726.7862,-113389.0287,0.3400,0.2597,172.483177,0
513,800,-800260.0000,-121574.9968,0.3400,0.2582,173.009597,0
514,800,22751.9922,-121633.9120,0.3400,0.2566,195.200232,0
515,800,11906.3890,-120609.2984,0.3400,0.2551,199.781550,0
516,126,5297.7383,-118645.8482,0.3400,0.2549,187.338348,1
517,800,-33695.8826,-119230.2433,0.3400,0.2534,179.866883,0
518,382,13759.2134,-118565.9663,0.3400,0.2526,174.628494,1
519,800,8533.0406,-118571.9513,0.3400,0.2511,162.112017,0
520,800,6444.6616,-117976.8737,0.3400,0.2496,169.974595,0
521,800,-492960.7073,-122118.8998,0.3400,0.2481,168.172039,0
522,800,12797.8299,-122173.8152,0.3300,0.2466,162.098742,0
523,800,16348.0160,-122195.9264,0.3200,0.2450,165.022098,0
524,435,8495.2582,-122311.3031,0.3300,0.2442,181.348926,1
525,800,18790.6727,-121660.8201,0.3200,0.2427,163.815799,0
526,800,-800305.0000,-129474.0570,0.3200,0.2412,174.115148,0
527,206,4293.6066,-128888.2549,0.3200,0.2408,145.501929,1
528,800,-269483.2516,-130769.3503,0.3200,0.2393,161.998299,0
529,772,-340575.0060,-134007.3364,0.3300,0.2378,179.243464,1
530,466,-145342.8206,-127456.9146,0.3400,0.2369,185.752708,1
531,291,9959.2422,-122969.9297,0.3500,0.2364,167.862331,1
532,800,-202415.7196,-125246.2661,0.3400,0.2348,171.604019,0
533,800,-624957.0438,-131723.8075,0.3400,0.2333,187.504991,0
534,631,-146446.8637,-133368.2675,0.3500,0.2321,181.536919,1
535,800,-30915.7333,-134241.4921,0.3500,0.2306,164.798921,0
536,800,-19680.5756,-134766.6259,0.3400,0.2291,166.183867,0
537,800,11163.4740,-134297.0450,0.3400,0.2276,170.886018,0
538,388,-121326.9595,-133181.3009,0.3500,0.2268,177.394776,1
539,263,16639.7742,-131539.9620,0.3600,0.2263,169.740112,1
540,800,13479.0923,-131665.6362,0.3600,0.2248,168.548528,0
541,800,-800335.0000,-138777.3400,0.3600,0.2233,172.594233,0
542,800,25960.8283,-138547.1384,0.3500,0.2218,167.062418,0
543,444,-111084.4783,-139775.2383,0.3500,0.2209,166.381518,1
544,800,-65114.7041,-140483.9760,0.3400,0.2194,160.059193,0
545,800,-313641.6567,-143878.5903,0.3300,0.2179,166.429981,0
546,800,-108783.6018,-144267.5247,0.3300,0.2164,184.688186,0
547,800,-32057.9935,-144692.7798,0.3200,0.2148,174.916811,0
548,58,3839.3421,-144779.2672,0.3300,0.2147,160.669929,1
549,580,-31431.0914,-145259.8867,0.3400,0.2136,185.344514,1
550,255,19507.0210,-145594.0128,0.3500,0.2131,166.478176,1
551,137,2127.3493,-137569.3893,0.3600,0.2129,190.550103,1
552,303,31558.2358,-136131.6325,0.3600,0.2123,193.449742,1
553,800,13739.4065,-136247.9685,0.3600,0.2108,188.485610,0
554,800,-36360.1267,-136846.4803,0.3600,0.2093,189.150691,0
555,800,35055.4684,-136666.8641,0.3600,0.2077,158.077700,0
556,800,27191.8436,-136539.4181,0.3600,0.2062,175.079825,0
557,800,-542275.2275,-142058.8026,0.3600,0.2047,173.859079,0
558,800,13652.5613,-142214.5354,0.3500,0.2032,177.961052,0
559,800,19330.7124,-140529.3118,0.3400,0.2017,166.200668,0
560,800,-51203.0822,-139592.1958,0.3300,0.2001,175.820529,0
561,800,-800210.0000,-147717.3769,0.3300,0.1986,162.502925,0
562,800,-800225.0000,-155799.8641,0.3200,0.1971,178.072670,0
563,576,-87394.8268,-156773.0235,0.3300,0.1960,169.330246,1
564,800,18802.9361,-156680.0207,0.3200,0.1945,169.357621,0
565,378,31464.9320,-156399.8902,0.3200,0.1938,161.992837,1
566,800,10024.4819,-148295.7453,0.3200,0.1922,168.023040,0
567,800,-18644.6906,-148572.4967,0.3200,0.1907,182.629636,0
568,229,12178.6244,-148049.6640,0.3200,0.1903,178.638745,1
569,800,23708.0101,-147611.0430,0.3200,0.1888,163.983720,0
570,800,7356.0155,-146640.6754,0.3100,0.1873,168.165239,0
571,800,-8525.3749,-147001.2745,0.3000,0.1857,174.547613,0
572,248,18717.4929,-146686.4940,0.3100,0.1853,191.421005,1
573,800,39808.1238,-146442.5556,0.3100,0.1837,175.972335,0
574,800,75.5845,-138438.8998,0.3100,0.1822,170.857126,0
575,266,29620.9511,-137217.6297,0.3200,0.1817,181.893874,1
576,800,4966.0883,-136314.1681,0.3200,0.1802,170.540277,0
577,800,-44629.0622,-136883.6062,0.3200,0.1787,161.111350,0
578,687,11212.2756,-136974.6162,0.3200,0.1774,171.254000,1
579,255,5752.0981,-136954.8809,0.3300,0.1769,148.184834,1
580,536,-187710.5153,-138878.7733,0.3400,0.1759,174.259297,1
581,800,19597.1420,-130679.0019,0.3400,0.1743,164.389853,0
582,303,67332.3277,-122002.1286,0.3500,0.1738,157.754533,1
583,800,3384.4472,-119909.4589,0.3400,0.1723,158.988693,0
584,800,11228.5195,-119101.3381,0.3400,0.1707,155.188039,0
585,171,-2302.1896,-118469.8196,0.3400,0.1704,177.104326,1
586,800,-319456.4453,-113660.9341,0.3400,0.1689,163.367455,0
587,800,19269.3213,-113763.4418,0.3400,0.1674,170.096350,0
588,800,3680.6552,-112237.6798,0.3300,0.1658,169.267639,0
589,800,10742.8491,-112158.5968,0.3200,0.1643,173.187101,0
590,800,-162341.3742,-112535.6775,0.3100,0.1628,182.968388,0
591,378,-74445.7657,-105276.8852,0.3200,0.1621,167.345374,1
592,800,12676.3616,-97145.8716,0.3200,0.1606,174.080146,0
593,436,-4083.7748,-95977.0954,0.3200,0.1597,174.013380,1
594,395,-91204.0678,-95230.2010,0.3300,0.1590,146.950850,1
595,125,18255.5133,-95249.0197,0.3400,0.1588,174.742805,1
596,800,-23097.0367,-95776.7289,0.3300,0.1572,172.923370,0
597,800,-800230.0000,-103904.3851,0.3200,0.1557,154.517629,0
598,800,2691.1794,-104034.8380,0.3200,0.1542,149.368819,0
599,800,10304.8549,-103327.1005,0.3200,0.1527,168.851012,0
600,80,5627.9784,-102204.2122,0.3300,0.1525,162.625569,1
601,302,11867.1627,-100989.6194,0.3400,0.1519,184.695560,1
602,800,27983.1945,-100792.8262,0.3400,0.1504,147.152487,0
603,800,30187.2954,-100833.4029,0.3300,0.1489,158.398857,0
604,702,47103.7861,-100587.3579,0.3400,0.1476,171.042761,1
605,695,17247.5777,-99889.0496,0.3500,0.1463,173.519489,1
606,499,-131386.9160,-101358.3313,0.3600,0.1453,182.975661,1
607,800,-16554.5304,-101623.4680,0.3600,0.1438,174.566429,0
608,800,11192.6681,-101631.1614,0.3600,0.1423,168.412907,0
609,415,34707.2297,-100534.5773,0.3600,0.1415,164.417127,1
610,275,7810.6430,-94024.1700,0.3700,0.1410,177.631598,1
611,392,-111282.1263,-95139.0192,0.3800,0.1402,174.206164,1
612,326,-51599.7053,-88967.7484,0.3900,0.1396,163.691232,1
613,800,6248.9776,-80902.6586,0.3900,0.1381,162.035657,0
614,174,6557.6701,-81064.6018,0.4000,0.1377,156.410813,1
615,800,-353050.0183,-84714.1659,0.4000,0.1362,171.032175,0
616,800,-16809.2893,-84935.2362,0.3900,0.1347,169.487480,0
617,800,4610.3249,-84552.1741,0.3900,0.1332,163.405668,0
618,800,26915.1877,-84420.6143,0.3800,0.1317,165.824716,0
619,230,8763.5749,-84418.3090,0.3900,0.1312,131.526640,1
620,800,48603.9559,-83996.7161,0.3900,0.1297,167.440084,0
621,800,-800230.0000,-87069.4090,0.3900,0.1282,169.062231,0
622,800,7850.2986,-87118.8843,0.3900,0.1267,158.948293,0
623,800,65458.6189,-86627.7783,0.3900,0.1251,176.686844,0
624,525,6690.3283,-86645.8276,0.3900,0.1241,153.649788,1
625,233,64153.5428,-86192.1989,0.4000,0.1237,166.823005,1
626,800,5856.8638,-78130.5802,0.4000,0.1222,158.665937,0
627,800,11723.9564,-78056.2767,0.3900,0.1207,164.040322,0
628,316,-46068.0866,-75822.1251,0.4000,0.1201,176.285327,1
629,369,-42293.7296,-72839.3123,0.4000,0.1194,173.452773,1
630,232,11643.9247,-71269.4449,0.4000,0.1189,170.997623,1
631,800,-800290.0000,-79371.9373,0.3900,0.1174,167.693311,0
632,800,-445232.7663,-81800.1078,0.3900,0.1159,170.737497,0
633,237,39064.6961,-75159.8904,0.4000,0.1154,161.735694,1
634,800,10861.2348,-73586.8094,0.3900,0.1139,173.036936,0
635,800,-800170.0000,-81279.3520,0.3900,0.1124,175.968907,0
636,800,22125.0563,-80861.2957,0.3900,0.1109,158.975469,0
637,695,16020.6118,-80812.7243,0.4000,0.1095,165.477584,1
638,800,-75457.9553,-80354.0343,0.3900,0.1080,172.984485,0
639,800,-725458.1841,-87775.0139,0.3800,0.1065,157.289732,0
640,223,49312.1959,-87416.6828,0.3900,0.1061,177.681103,1
641,752,13989.8381,-79273.4345,0.4000,0.1047,165.374605,1
642,800,31055.8277,-79222.4845,0.4000,0.1031,167.370012,0
643,702,-112853.9064,-79240.1787,0.4000,0.1018,159.491629,1
644,425,-78382.6110,-79372.8578,0.4100,0.1010,172.131624,1
645,254,7613.2868,-76160.3084,0.4200,0.1005,164.817978,1
646,716,4091.9628,-75031.5527,0.4300,0.0992,160.605642,1
647,800,7551.6989,-74635.4558,0.4300,0.0976,175.227150,0
648,113,13228.8855,-74541.5604,0.4300,0.0974,144.313760,1
649,458,-137086.4282,-75598.1137,0.4300,0.0965,166.458728,1
650,800,-800195.0000,-83795.1340,0.4200,0.0950,166.940669,0
651,671,14361.6532,-83672.7909,0.4200,0.0938,148.529112,1
652,298,-19988.6761,-84188.2600,0.4200,0.0932,163.348598,1
653,800,20821.3825,-84117.4403,0.4200,0.0917,161.882075,0
654,800,4172.0607,-83712.1184,0.4200,0.0901,168.957436,0
655,365,27598.2348,-83786.6907,0.4300,0.0895,167.933569,1
656,800,7135.3089,-83987.2561,0.4300,0.0879,155.489864,0
657,800,20647.9630,-78358.0242,0.4300,0.0864,167.830515,0
658,800,26080.0450,-78233.7493,0.4300,0.0849,161.736883,0
659,800,11204.0977,-78315.0155,0.4300,0.0834,166.648042,0
660,800,6166.5562,-77741.3191,0.4300,0.0819,155.035155,0
661,800,36783.7040,-69371.3821,0.4300,0.0803,162.874704,0
662,800,-765200.5977,-69021.1380,0.4300,0.0788,166.041384,0
663,800,23138.4015,-67915.8058,0.4200,0.0773,165.673365,0
664,800,-117420.1514,-69278.0366,0.4200,0.0758,166.338416,0
665,453,18285.5729,-69409.8302,0.4200,0.0749,175.484721,1
666,298,-40945.6459,-69919.5315,0.4300,0.0743,152.520477,1
667,800,20807.2651,-69525.0119,0.4300,0.0728,170.813451,0
668,395,27131.6103,-69375.4821,0.4300,0.0721,159.023947,1
669,800,63340.5561,-68979.1566,0.4300,0.0706,147.440359,0
670,800,3351.2893,-69019.2039,0.4300,0.0690,183.396728,0
671,168,10161.9994,-68832.3301,0.4400,0.0687,151.615003,1
672,318,23045.4073,-68789.0510,0.4400,0.0681,175.038649,1
673,265,-44756.2809,-69634.6950,0.4500,0.0676,179.320602,1
674,800,10949.9662,-69525.9512,0.4500,0.0661,165.554913,0
675,800,46609.0347,-69356.0704,0.4400,0.0646,160.081638,0
676,800,-800155.0000,-77407.2813,0.4400,0.0630,162.134800,0
677,800,66144.9119,-76299.5415,0.4400,0.0615,153.756570,0
678,800,-79008.7452,-77201.7517,0.4300,0.0600,163.952849,0
679,800,-117498.2146,-78434.2549,0.4200,0.0585,163.207376,0
680,800,-800160.0000,-84558.7497,0.4100,0.0570,147.459323,0
681,800,2463.5343,-84730.0858,0.4100,0.0554,166.529431,0
682,800,47304.2023,-84930.3671,0.4000,0.0539,160.266376,0
683,800,-33809.2007,-85302.3035,0.4000,0.0524,156.523275,0
684,334,24875.7042,-85165.8317,0.4100,0.0518,148.284372,1
685,236,51437.0554,-84628.4392,0.4100,0.0513,171.317816,1
686,800,20446.3971,-81229.4108,0.4100,0.0500,169.369866,0
687,800,26736.1148,-81154.7429,0.4100,0.0500,153.378578,0
688,297,-1064.4957,-81202.1944,0.4200,0.0500,174.589679,1
689,800,7788.8197,-81231.7347,0.4200,0.0500,149.218590,0
690,114,21974.7760,-79388.5732,0.4300,0.0500,159.072969,1
691,800,4466.6043,-78599.4495,0.4200,0.0500,160.383727,0
692,214,7015.0409,-78656.0627,0.4300,0.0500,150.503701,1
693,800,-800160.0000,-86616.8249,0.4200,0.0500,154.428079,0
694,800,16700.2607,-85537.7817,0.4100,0.0500,154.634025,0
695,800,6525.7325,-85655.0795,0.4000,0.0500,147.643152,0
696,800,7241.9816,-85351.6893,0.4000,0.0500,145.568947,0
697,800,-58696.2048,-77936.3513,0.4000,0.0500,158.427538,0
698,633,25972.1768,-77703.5413,0.4100,0.0500,148.500909,1
699,800,3671.1446,-77769.8785,0.4100,0.0500,151.390048,0
700,646,-197403.4873,-79800.1931,0.4100,0.0500,143.558155,1
701,714,18224.6747,-79736.6180,0.4100,0.0500,161.280857,1
702,102,14459.5799,-79871.8541,0.4200,0.0500,139.140574,1
703,800,-800195.0000,-88175.6771,0.4200,0.0500,142.327765,0
704,800,21783.4793,-88428.8802,0.4100,0.0500,150.466194,0
705,800,-45136.0062,-89052.7160,0.4000,0.0500,142.625871,0
706,800,-800145.0000,-95740.2968,0.3900,0.0500,146.909650,0
707,800,-42969.7131,-96004.4487,0.3900,0.0500,158.109138,0
708,629,8882.2682,-96027.5527,0.4000,0.0500,145.282463,1
709,280,29178.1899,-96082.8431,0.4000,0.0500,147.820473,1
710,334,-39326.6737,-96554.2162,0.4000,0.0500,148.420690,1
711,800,-800205.0000,-103443.4450,0.3900,0.0500,145.563990,0
712,800,4241.6483,-102885.0314,0.3800,0.0500,148.762810,0
713,163,22073.3400,-102726.7878,0.3900,0.0500,152.261290,1
714,229,16596.4791,-102626.3997,0.3900,0.0500,147.745959,1
715,800,25543.5947,-98840.4636,0.3900,0.0500,152.615921,0
716,800,28684.6836,-98385.5239,0.3900,0.0500,129.167662,0
717,800,14161.9162,-98290.0079,0.3900,0.0500,144.572662,0
718,689,-316498.3498,-101724.1433,0.4000,0.0500,146.127521,1
719,417,17466.5327,-101637.1137,0.4000,0.0500,132.411032,1
720,436,-30313.8522,-102426.2918,0.4100,0.0500,141.380606,1
721,394,20760.0158,-94216.3917,0.4200,0.0500,152.965961,1
722,285,12676.9488,-94168.1252,0.4300,0.0500,147.231044,1
723,387,19286.3332,-94629.8480,0.4400,0.0500,144.958228,1
724,800,59704.4289,-94099.7070,0.4300,0.0500,148.186523,0
725,800,-800185.0000,-102743.0924,0.4200,0.0500,147.521821,0
726,783,-306348.3919,-105865.1450,0.4300,0.0500,140.496936,1
727,312,-93184.2187,-106914.2267,0.4400,0.0500,152.732102,1
728,344,21717.7567,-106236.3683,0.4400,0.0500,160.320167,1
729,800,-363176.4633,-109445.1956,0.4300,0.0500,157.297030,0
730,328,28574.3296,-109275.8916,0.4300,0.0500,127.053739,1
731,302,10144.1269,-101171.5503,0.4400,0.0500,168.190062,1
732,800,47277.9698,-96246.4430,0.4400,0.0500,139.717284,0
733,800,10664.1776,-96530.4482,0.4300,0.0500,155.470323,0
734,800,28285.6429,-96356.2041,0.4300,0.0500,123.315200,0
735,244,41230.1270,-87942.2028,0.4400,0.0500,140.653171,1
736,800,-800185.0000,-96165.3034,0.4400,0.0500,153.912851,0
737,800,43324.3343,-95892.2661,0.4300,0.0500,149.116648,0
738,800,14644.2347,-94991.2442,0.4300,0.0500,141.675649,0
739,800,-161604.8797,-89352.7112,0.4300,0.0500,154.438643,0
740,800,-3508.1325,-89880.9145,0.4200,0.0500,139.792906,0
741,800,10223.8925,-89918.5739,0.4100,0.0500,144.331647,0
742,800,3241.7331,-90196.7149,0.4100,0.0500,151.371978,0
743,800,28735.0381,-88780.8254,0.4000,0.0500,145.334449,0
744,304,-52692.5289,-88523.9246,0.4000,0.0500,126.723932,1
745,800,-502994.7640,-93630.0051,0.3900,0.0500,128.697004,0
746,81,5366.0129,-93617.2646,0.3900,0.0500,117.323507,1
